+----+------------+------------+------------+------------------+--------------------+----------+------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------------+------------------+-------------------+----------------+--------------+----------+---------------+-----------------+-------------+--------------+---------------------------+-----------+----------+----------+----------+----------------+---------------+-------------+----------------+----------------+-----------------+-------------+--------------+---------+-----------+--------------------+------------------+--------------------+-------------+--------------------+---------------+---------------+--------------+-------------+-------------------+---------------------+-----------------+-------------------------+-----------------+---------------+----------------------------+----------+---------------------------------------------------------------+----------------------------+-----------------+
|    |   indiv_id |   iter_num |   accuracy |   time_tolerance |   interpretability |    score |   score_sd | top derived_features                                                                                                                                                                             | top original_features                                                                                   |   training_times |   best_iterations |   ngenes_start |   ngenes_max |   ngenes |   ngenes_dead |   nfeatures_max |   nfeatures | model_name   | target_transformer_name   | booster   |   n_gpus |   gpu_id |   n_jobs |   n_estimators |   num_classes |   num_class | score_f_name   |   random_state |   learning_rate |   reg_alpha |   reg_lambda |   gamma |   max_bin |   scale_pos_weight |   max_delta_step |   min_child_weight |   subsample |   colsample_bytree | tree_method   | grow_policy   |   max_leaves |   max_depth | min_data_in_bin   | min_child_samples   | boosting_type   |   early_stopping_rounds | objective       | eval_metric   | monotonicity_constraints   | silent   | model_origin                                                  | early_stopping_threshold   | debug_verbose   |
|  9 |          0 |         16 |          6 |                3 |                  6 | 0.434406 | 0.00617964 | [['59_WoE:PAY_0:PAY_3.0', 1.0], ['72_ClusterTE:ClusterID44:BILL_AMT4:PAY_0:PAY_2:PAY_AMT3.0', 0.5652784109115601], ['51_CVTE:PAY_0:PAY_2:PAY_3.0', 0.5047821402549744]]                          | [['PAY_0', 0.28659959960080095], ['PAY_3', 0.17910706077750801], ['PAY_2', 0.12792300791770736]]        |         0.695842 |                32 |             66 |    100000000 |       61 |            13 |       100000000 |          70 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1                 | 1                   | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        |                            |                 |
| 10 |          0 |         17 |          6 |                3 |                  6 | 0.435186 | 0.00485667 | [['54_ClusterTE:ClusterID79:LIMIT_BAL:PAY_0:PAY_3.0', 1.0], ['44_NumToCatTE:PAY_0:PAY_5.0', 0.8624283671379089], ['53_ClusterTE:ClusterID71:PAY_0:PAY_3.0', 0.33045822381973267]]                | [['PAY_0', 0.3122959877975656], ['LIMIT_BAL', 0.13079046632110605], ['PAY_3', 0.130321052305767]]       |         0.590057 |                24 |             66 |    100000000 |       53 |             5 |       100000000 |          53 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1                 | 1                   | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        |                            |                 |
| 11 |          0 |         18 |          6 |                3 |                  6 | 0.433208 | 0.00580464 | [['46_ClusterTE:ClusterID17:BILL_AMT3:PAY_0.0', 1.0], ['34_ClusterTE:ClusterID100:AGE:PAY_0:PAY_AMT6.0', 0.41695713996887207], ['51_NumToCatTE:PAY_0:PAY_AMT1:PAY_AMT3.0', 0.29326164722442627]] | [['PAY_0', 0.27207222410785586], ['BILL_AMT3', 0.10035659789519823], ['AGE', 0.08465372979754544]]      |         1.13322  |                54 |             66 |        22488 |       57 |             2 |           22488 |          57 | XGBOOSTGBM   | NoneType                  | gbtree    |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 |                   |                     |                 |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        | 0.0001                     | 0               |
| 12 |          0 |         19 |          6 |                3 |                  6 | 0.434316 | 0.00586895 | [['55_WoE:PAY_0:PAY_4:PAY_5.0', 1.0], ['65_WoE:PAY_0:PAY_5:PAY_6.0', 0.5209600637106266], ['47_NumToCatWoE:PAY_0:PAY_AMT2.0', 0.21425158246284]]                                                 | [['PAY_0', 0.24344931242776607], ['PAY_5', 0.17918592243455803], ['PAY_4', 0.10569399982482268]]        |         1.03565  |                31 |             66 |        22488 |       59 |            13 |           22488 |          61 | XGBOOSTGBM   | NoneType                  | gbtree    |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 |                   |                     |                 |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        | 0.0001                     | 0               |
| 13 |          0 |         20 |          6 |                3 |                  6 | 0.433931 | 0.00755632 | [['103_WoE:PAY_0:PAY_2.0', 1.0], ['72_ClusterTE:ClusterID35:PAY_0:PAY_5.0', 0.43074116110801697], ['35_CVTE:PAY_0:PAY_5.0', 0.1787555068731308]]                                                 | [['PAY_0', 0.3251444625843165], ['PAY_2', 0.15626381363212818], ['PAY_5', 0.09687546391063442]]         |         1.01243  |                30 |            110 |    100000000 |       94 |            21 |       100000000 |         110 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1                 | 1                   | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | SEQUENCE                                                      |                            |                 |
| 14 |          0 |         21 |          6 |                3 |                  6 | 0.434603 | 0.00635397 | [['56_CVTE:PAY_0:PAY_2:PAY_5.0', 1.0], ['41_CVTE:PAY_0:PAY_3.0', 0.8372987508773804], ['49_CVCatNumEnc:PAY_0:PAY_2:LIMIT_BAL.sd', 0.49846941232681274]]                                          | [['PAY_0', 0.2773495184949791], ['PAY_2', 0.15537609666710328], ['PAY_3', 0.12436979676796592]]         |         0.991205 |                29 |            110 |    100000000 |       97 |            18 |       100000000 |         115 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1                 | 1                   | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        |                            |                 |
| 15 |          0 |         22 |          6 |                3 |                  6 | 0.435833 | 0.00641568 | [['83_WoE:PAY_0:PAY_2:PAY_5.0', 1.0], ['82_WoE:PAY_0:PAY_2.0', 0.3116786777973175], ['32_WoE:PAY_0:PAY_4:PAY_5.0', 0.08240877091884613]]                                                         | [['PAY_0', 0.30046941277040934], ['PAY_2', 0.20716853464816803], ['PAY_5', 0.16207204632736674]]        |         0.91717  |                29 |            110 |    100000000 |       84 |            28 |       100000000 |         104 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1                 | 1                   | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        |                            |                 |
| 16 |          0 |         23 |          6 |                3 |                  6 | 0.434885 | 0.0049394  | [['108_WoE:PAY_0:PAY_2:PAY_5.0', 1.0], ['50_NumToCatWoE:PAY_0:PAY_4:PAY_AMT1.0', 0.6255380849714277], ['69_WoE:PAY_0.0', 0.1826982001554897]]                                                    | [['PAY_0', 0.25556258412148736], ['PAY_2', 0.13573732545030068], ['PAY_5', 0.10523192484010321]]        |         1.17316  |                34 |            110 |        22488 |       97 |            18 |           22488 |         114 | XGBOOSTGBM   | NoneType                  | gbtree    |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 |                   |                     |                 |                      10 | binary:logistic | logloss       | False                      | True     | SEQUENCE                                                      | 0.0001                     | 0               |
| 17 |          1 |         25 |          6 |                3 |                  6 | 0.431928 | 0.00503516 | [['10_PAY_0', 1.0], ['11_PAY_2', 0.21235843002796173], ['8_LIMIT_BAL', 0.15472139418125153]]                                                                                                     | [['PAY_0', 0.3384280205327645], ['BILL_AMT1', 0.07276807718944105], ['PAY_2', 0.07186804311780866]]     |         1.09483  |                50 |             22 |        22488 |       24 |             3 |           22488 |          24 | XGBOOSTGBM   | NoneType                  | gbtree    |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 |                   |                     |                 |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        | 0.0001                     | 0.0             |
| 18 |          3 |         25 |          6 |                3 |                  6 | 0.432394 | 0.00501044 | [['10_PAY_0', 1.0], ['11_PAY_2', 0.29479366540908813], ['8_LIMIT_BAL', 0.10683796554803848]]                                                                                                     | [['PAY_0', 0.4328913485796192], ['PAY_2', 0.1276136273716692], ['LIMIT_BAL', 0.046249230985593276]]     |         0.661836 |                37 |             22 |    100000000 |       20 |             4 |       100000000 |          20 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1.0               | 1.0                 | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | DefaultIndiv: do_te:False,interp:11,depth:6,num_as_cat:False  |                            |                 |
| 19 |          1 |         26 |          6 |                3 |                  6 | 0.432394 | 0.00481712 | [['10_PAY_0', 1.0], ['11_PAY_2', 0.3162900507450104], ['8_LIMIT_BAL', 0.11005698889493942]]                                                                                                      | [['PAY_0', 0.40304034508406344], ['PAY_2', 0.11815245886057311], ['PAY_AMT6', 0.0486087327588336]]      |         0.562582 |                38 |             22 |    100000000 |       21 |            14 |       100000000 |          21 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1.0               | 1.0                 | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | DefaultIndiv: do_te:False,interp:11,depth:6,num_as_cat:False  |                            |                 |
| 20 |          2 |         26 |          6 |                3 |                  6 | 0.432651 | 0.00473994 | [['10_PAY_0', 1.0], ['11_PAY_2', 0.1706131100654602], ['8_LIMIT_BAL', 0.14932894706726074]]                                                                                                      | [['PAY_0', 0.382496394001369], ['PAY_2', 0.0652588993693972], ['LIMIT_BAL', 0.05711778377324854]]       |         1.02235  |                43 |             22 |        22488 |       20 |             6 |           22488 |          20 | XGBOOSTGBM   | NoneType                  | gbtree    |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 |                   |                     |                 |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        | 0.0001                     | 0.0             |
| 21 |          2 |         27 |          6 |                3 |                  6 | 0.434573 | 0.00457842 | [['10_PAY_0', 1.0], ['12_PAY_3', 0.1712195724248886], ['11_PAY_2', 0.17006416618824005]]                                                                                                         | [['PAY_0', 0.3432685111362223], ['PAY_2', 0.09573927231362951], ['PAY_3', 0.0587742877036721]]          |         1.07002  |                43 |             22 |        22488 |       15 |            13 |           22488 |          15 | XGBOOSTGBM   | NoneType                  | gbtree    |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 |                   |                     |                 |                      10 | binary:logistic | logloss       | False                      | True     | RANDOM                                                        | 0.0001                     | 0.0             |
| 22 |          3 |         27 |          6 |                3 |                  6 | 0.433013 | 0.00481487 | [['10_PAY_0', 1.0], ['34_ClusterTE:ClusterID93:PAY_0.0', 0.45556890964508057], ['11_PAY_2', 0.14896324276924133]]                                                                                | [['PAY_0', 0.5103070873549592], ['PAY_2', 0.052224939703512135], ['PAY_AMT2', 0.0464933348598764]]      |         0.539414 |                39 |             22 |    100000000 |       21 |            14 |       100000000 |          21 | LIGHTGBM     | NoneType                  | lightgbm  |        1 |        0 |       32 |            600 |             2 |           1 | LOGLOSS        |       43992824 |             0.1 |           0 |            1 |       0 |       256 |                  1 |                0 |                  1 |         0.7 |                0.8 | gpu_hist      | depthwise     |            0 |           6 | 1.0               | 1.0                 | gbdt            |                      10 | binary:logistic | logloss       | False                      | True     | DefaultIndiv: do_te:False,interp:11,depth:6,num_as_cat:False  |                            |                 |
+----+------------+------------+------------+------------------+--------------------+----------+------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------------+------------------+-------------------+----------------+--------------+----------+---------------+-----------------+-------------+--------------+---------------------------+-----------+----------+----------+----------+----------------+---------------+-------------+----------------+----------------+-----------------+-------------+--------------+---------+-----------+--------------------+------------------+--------------------+-------------+--------------------+---------------+---------------+--------------+-------------+-------------------+---------------------+-----------------+-------------------------+-----------------+---------------+----------------------------+----------+---------------------------------------------------------------+----------------------------+-----------------+
